EMP ID,Shift_Start,Shift_End,Day_Name,Status
56,2:00:00 PM,11:00:00 PM,Sat,WO
56,2:00:00 PM,11:00:00 PM,Sun,WO
57,2:00:00 PM,11:00:00 PM,Mon,P
57,2:00:00 PM,11:00:00 PM,Tue,P
57,2:00:00 PM,11:00:00 PM,Wed,P
57,2:00:00 PM,11:00:00 PM,Thu,WO
57,2:00:00 PM,11:00:00 PM,Fri,WO
57,2:00:00 PM,11:00:00 PM,Sat,P
57,2:00:00 PM,11:00:00 PM,Sun,P
58,2:00:00 PM,11:00:00 PM,Mon,P
58,2:00:00 PM,11:00:00 PM,Tue,P
58,2:00:00 PM,11:00:00 PM,Wed,P
58,2:00:00 PM,11:00:00 PM,Thu,P
58,2:00:00 PM,11:00:00 PM,Fri,P
58,2:00:00 PM,11:00:00 PM,Sat,WO
58,2:00:00 PM,11:00:00 PM,Sun,WO
59,2:00:00 PM,11:00:00 PM,Mon,WO
59,2:00:00 PM,11:00:00 PM,Tue,WO
59,2:00:00 PM,11:00:00 PM,Wed,P
59,2:00:00 PM,11:00:00 PM,Thu,P
59,2:00:00 PM,11:00:00 PM,Fri,P
59,2:00:00 PM,11:00:00 PM,Sat,P
59,2:00:00 PM,11:00:00 PM,Sun,P
60,6:00:00 AM,3:00:00 PM,Mon,P
60,6:00:00 AM,3:00:00 PM,Tue,P
60,6:00:00 AM,3:00:00 PM,Wed,WO
60,6:00:00 AM,3:00:00 PM,Thu,WO
60,6:00:00 AM,3:00:00 PM,Fri,P
60,6:00:00 AM,3:00:00 PM,Sat,P
60,6:00:00 AM,3:00:00 PM,Sun,P
61,6:00:00 AM,3:00:00 PM,Mon,P
61,6:00:00 AM,3:00:00 PM,Tue,P
61,6:00:00 AM,3:00:00 PM,Wed,P
61,6:00:00 AM,3:00:00 PM,Thu,WO
61,6:00:00 AM,3:00:00 PM,Fri,WO
61,6:00:00 AM,3:00:00 PM,Sat,P
61,6:00:00 AM,3:00:00 PM,Sun,P
62,6:00:00 AM,3:00:00 PM,Mon,P
62,6:00:00 AM,3:00:00 PM,Tue,WO
62,6:00:00 AM,3:00:00 PM,Wed,WO
62,6:00:00 AM,3:00:00 PM,Thu,P
62,6:00:00 AM,3:00:00 PM,Fri,P
62,6:00:00 AM,3:00:00 PM,Sat,P
62,6:00:00 AM,3:00:00 PM,Sun,P
63,6:00:00 AM,3:00:00 PM,Mon,WO
63,6:00:00 AM,3:00:00 PM,Tue,WO
63,6:00:00 AM,3:00:00 PM,Wed,P
63,6:00:00 AM,3:00:00 PM,Thu,P
63,6:00:00 AM,3:00:00 PM,Fri,P
63,6:00:00 AM,3:00:00 PM,Sat,P
63,6:00:00 AM,3:00:00 PM,Sun,P
64,6:00:00 AM,3:00:00 PM,Mon,P
64,6:00:00 AM,3:00:00 PM,Tue,P
64,6:00:00 AM,3:00:00 PM,Wed,P
64,6:00:00 AM,3:00:00 PM,Thu,P
64,6:00:00 AM,3:00:00 PM,Fri,P
64,6:00:00 AM,3:00:00 PM,Sat,WO
64,6:00:00 AM,3:00:00 PM,Sun,WO
65,6:00:00 AM,3:00:00 PM,Mon,P
65,6:00:00 AM,3:00:00 PM,Tue,P
65,6:00:00 AM,3:00:00 PM,Wed,WO
65,6:00:00 AM,3:00:00 PM,Thu,WO
65,6:00:00 AM,3:00:00 PM,Fri,P
65,6:00:00 AM,3:00:00 PM,Sat,P
65,6:00:00 AM,3:00:00 PM,Sun,P
66,6:00:00 AM,3:00:00 PM,Mon,P
66,6:00:00 AM,3:00:00 PM,Tue,P
66,6:00:00 AM,3:00:00 PM,Wed,P
66,6:00:00 AM,3:00:00 PM,Thu,P
66,6:00:00 AM,3:00:00 PM,Fri,WO
66,6:00:00 AM,3:00:00 PM,Sat,WO
66,6:00:00 AM,3:00:00 PM,Sun,P
67,6:00:00 AM,3:00:00 PM,Mon,WO
67,6:00:00 AM,3:00:00 PM,Tue,WO
67,6:00:00 AM,3:00:00 PM,Wed,P
67,6:00:00 AM,3:00:00 PM,Thu,P
67,6:00:00 AM,3:00:00 PM,Fri,P
67,6:00:00 AM,3:00:00 PM,Sat,P
67,6:00:00 AM,3:00:00 PM,Sun,P
